,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10
21016,180393,494886,1020298,21675,49767,1209774,60172,318297,1262232,210539,700258
21017,749362,633897,529313,1091636,260488,470014,564225,299227,1283053,1451460,116915
21018,331855,1105196,456108,460704,265542,1396455,967843,199351,646189,1017159,1126993
21019,659075,1305005,1181330,119040,1176105,1159140,570186,950351,713641,94506,968289
21020,204050,1412319,964664,981545,15404,184109,1387912,180171,507099,337675,617215
21021,533423,570887,927330,409652,288703,90838,264552,913476,393515,409226,663688
21022,1213568,1065618,1091127,743740,358964,1447836,65796,140437,28098,624302,501182
21023,819981,1339595,216117,1464145,330121,543626,204243,194320,6326,413730,1183226
21024,503268,869740,310276,929416,189470,147433,1300760,544564,231189,1339906,306571
21025,175664,585200,947355,227422,430590,441207,1128363,979579,1068573,110093,742516
21026,383917,1226401,1360832,338542,1465339,99721,190347,1232300,712077,1366179,284348
21027,128126,1255380,217156,431161,159097,192424,1006153,877560,950373,790639,491607
21028,1172775,134718,1117286,1065965,1063098,818031,350571,938022,124814,794050,868906
21029,1239025,102287,308793,1396977,245352,149284,131765,106256,1234499,730079,865332
21030,823761,1048458,206936,1003673,264218,652097,1042321,332525,1345764,659981,571090
21031,133950,57342,627836,165391,1001248,829812,671947,551018,1268532,269966,515898
21032,653937,628812,1122589,551674,707268,319446,1377546,1157785,1060013,667596,24898
21033,371241,436419,915584,713589,832807,559790,50537,1109094,1015747,800837,1436443
21034,599491,1222307,1083338,569049,672024,805271,1241077,576409,530935,745998,172002
21035,1212051,469046,177008,1459913,904406,649313,833545,1024080,833253,24425,560265
21036,502938,771682,448420,795944,1195815,325652,973950,697147,67715,524468,1021564
21037,14070,416565,579688,275763,660201,1129738,252427,1296814,1390800,1179414,1385672
21038,1180289,281396,1242034,355568,354532,87077,1192247,4944,967156,1120954,737384
21039,343079,350717,1426812,730555,1284917,628799,927814,682904,630253,511372,94661
21040,447523,1286752,1119973,369984,632784,858605,734581,62756,504563,1372374,453864
21041,547009,653053,785843,626800,260555,120639,771044,706259,622179,1235610,1325542
21042,682475,1079812,1130376,503047,1320049,1126947,167556,1187588,547508,957430,673750
21043,1177725,1165897,1290377,1369292,726466,123229,232464,384575,384508,543143,1021996
21044,799664,729812,1023711,892273,600366,116263,1202317,1157286,1437131,114909,877269
21045,120760,1394639,389112,416865,1201309,1015143,647337,1392734,629618,29101,1013845
21046,332267,1290599,277262,689502,1373101,999154,273118,978272,1180333,1170887,1089423
21047,210828,1357042,1450703,53167,674755,268106,490077,718495,593478,144245,1083645
21048,240155,1125928,704268,298170,1163676,325755,746484,28732,1217940,694535,1210307
21049,736063,934903,943925,657898,1061725,229459,473447,1170928,720613,593306,1427076
21050,1294911,85110,103961,297948,1028612,134876,1279069,767320,283403,1021422,93001
21051,1043318,970875,1196680,1443098,918883,1354200,157920,81281,1245642,615636,1423254
21052,236435,824192,214594,999823,620333,1148022,1262662,527759,547054,129789,1453281
21053,803018,1229366,1266604,585823,1211145,147474,45834,676214,1276309,253091,308999
21054,1344716,1163405,549670,216304,765803,353414,1379824,186767,1419913,276090,318581
21055,1375265,1148149,460036,117395,1065623,737888,567071,828018,1002400,1262359,1465747
21056,944963,1320488,248107,24768,1189858,66661,1405265,1157076,239329,787373,268247
21057,578541,1324187,1199599,1278408,76240,1030518,50596,863693,474942,1229838,908220
21058,414927,64390,336215,183409,166813,1286392,379917,586261,1233200,677013,35144
21059,889737,1106649,893685,650801,1090559,655918,119341,1070725,953836,660133,163404
21060,861646,645145,1001721,137320,1370157,1301883,992127,1312598,561583,667922,1407373
21061,271519,19808,550686,1238396,389996,959931,3802,1420804,596052,1460325,1121393
21062,1110169,580434,1145066,1249979,39569,82863,1356731,1016076,278043,173533,1319787
21063,427065,597000,987007,495455,306235,617799,373531,946689,942713,188213,530602
21064,126788,1152695,215787,700658,1067838,738694,142719,1054473,1054692,568471,1399816
21065,482851,742669,905263,561648,762293,986218,213212,1178078,142786,861127,859844
21066,65961,44709,1146474,1032911,1284618,766015,350195,329376,864888,400623,1335109
21067,902887,292626,217544,270179,215375,967779,1013002,962630,180531,100364,89627
21068,731159,444686,344559,71244,267396,1455576,79981,104462,628764,1413190,1385742
21069,891725,223760,344683,1102274,999264,297959,479907,1302270,1354276,47425,447657
21070,1028586,406373,469959,435431,950694,75549,1417786,832027,4806,554810,957437
21071,212582,1339878,1263298,878069,610454,511103,1232144,1364267,310239,985105,701830
21072,188566,501552,1422269,572061,1119403,1159392,592997,1301251,899590,859460,1037438
21073,897008,990757,514417,671682,448731,1200950,407029,1175991,1324030,522636,1316381
21074,399249,642559,440526,648596,862845,998411,1236506,389538,1041217,702849,1264372
21075,72736,268631,36026,645303,526347,1215114,1068698,1037988,1130289,794049,1163033
21076,68954,1305337,81276,715278,1279707,645716,854719,1290417,881632,1268943,345207
21077,1130234,1347389,955415,643,435650,1235666,1319324,626960,1135597,1383779,976574
21078,1411144,87047,738907,398535,670073,459985,708139,809196,155685,451122,104118
21079,617286,1292194,863646,843637,1159958,483735,1270523,935082,614883,333089,886813
21080,1454888,1166548,9853,1147803,1115860,518228,534856,525129,761815,667862,548453
21081,406369,556014,845629,334525,1380344,857645,1368033,748828,72856,1175321,256099
21082,325427,872602,1413691,109823,855559,153955,291213,116045,792206,1056025,1208214
21083,663054,278622,284254,1419702,280981,97180,645242,1007187,1272596,1189205,1440519
21084,246102,913912,1303799,957104,1053192,862350,1142552,1216863,872575,16240,975370
21085,669253,567547,785164,1415386,187415,281357,557496,1249365,962659,1203466,582357
21086,1448260,662573,1199115,1399977,67278,1268378,215036,38224,135655,767202,256747
21087,345053,729640,571348,553528,1118084,1422649,665988,661398,172095,24478,828984
21088,1136894,1342229,451374,1086001,963302,446428,253506,474435,247157,18692,49616
21089,1261510,199213,669000,1231534,344877,929113,988974,153003,459784,219709,91486
21090,953232,886193,1185300,183408,1466922,893026,226170,195844,327429,248271,660340
21091,1088703,1239741,1093467,222392,503114,769267,782761,1181793,1116803,1223107,1063748
21092,1450225,4598,536230,1436299,467333,352408,1073313,1187578,26365,156538,897426
21093,1466656,576132,471070,590326,1027839,56878,1297738,1157878,1427519,1120592,8653
21094,390294,891835,1354736,996380,749656,513370,1406459,103263,998906,117512,1296988
21095,903496,807675,1058699,140662,1074082,490899,1139804,928733,1347756,504623,285759
21096,1223733,1089403,648384,773245,954206,112145,1287107,945104,655658,509271,20699
21097,1222270,328026,1469672,1351081,907305,539692,446981,167872,1105978,979997,466488
21098,519894,404603,137700,591355,1117400,757165,1164335,716196,630391,346116,842643
21099,921695,812330,239729,1236379,1433641,406201,708753,1089249,445430,448841,227921
21100,334242,304301,776161,667839,586142,871378,27586,979373,460332,516475,289331
21101,697340,307711,353671,53176,1104480,1081282,859384,214454,710824,1070260,214595
21102,404261,1362643,246485,409851,306525,770660,1053042,511935,1057318,1254610,96742
21103,704825,449205,1366493,858601,321827,1089806,1331129,1471665,1344892,555847,1379409
21104,687717,1471342,598097,1016665,880616,16911,968598,1414602,1198027,762711,1212678
21105,998138,890691,1089056,740419,1258205,983777,59775,652422,1411930,846728,131630
21106,219482,381829,275731,596011,419055,52043,1005474,363262,1373855,290126,1047514
21107,114607,1376873,541904,1061052,515376,714941,638756,1037688,678496,91069,929526
21108,219561,683092,773681,381330,1466185,326141,34645,561974,118975,37864,510412
21109,990877,454453,1045411,367332,594936,840769,756208,1438938,828927,1191653,302804
21110,1127338,1079550,1171141,528836,1004319,1416831,549143,844557,652286,477554,4897
21111,1429455,457879,1198947,59701,325183,1125736,198848,714237,1130115,186791,110329
21112,430222,1134186,1464370,296098,638350,1137825,1020073,426879,470211,949660,536418
21113,820202,1114021,1425236,42007,641344,1002352,1256005,309529,395471,348608,1173497
21114,710028,189398,94194,370447,239283,151159,170723,891928,61,1038650,1343190
21115,1106587,987591,800461,537679,374885,305749,140794,242876,421182,1216846,761400
21116,950755,1309287,1105128,1084906,254543,212305,787165,1131125,573186,897361,1447123
21117,215524,836812,658970,891275,960526,1130037,1399028,1472143,1359840,1219275,844236
21118,205949,7533,1145930,1021247,896207,797533,1276116,1445262,776012,1221161,1316672
21119,328225,1187272,1328758,361677,415078,724788,410989,417833,676470,1153979,814013
21120,911311,444017,409707,1256354,612046,781162,173441,178786,455643,1199154,460288
21121,669993,1471947,228634,586497,251948,131743,1234991,224066,907823,972666,1156037
21122,1291868,759221,370679,1416090,945729,626461,81627,1411652,1375452,692677,1076544
21123,219791,245695,647188,378835,28242,952899,207818,1075024,404759,319647,1344848
21124,151552,353791,658946,466806,1417593,1054833,741056,904021,166775,554749,1359364
21125,318625,381890,1212515,1194509,858808,1470947,960833,1304279,399728,31066,1471445
21126,505840,267351,609514,694353,887350,477720,1101289,662565,887984,740250,105448
21127,359667,745109,96987,458103,1012270,505094,1390693,1194854,32272,1168304,1426963
21128,21702,1048962,198947,319887,1261517,864846,51068,447545,1087605,632438,1358817
21129,1452396,574232,1048769,537326,458964,704738,32267,1391067,903569,1061208,504007
21130,584271,684028,180219,373859,663992,1300188,1183373,1280247,407026,1240899,470560
21131,1377485,540716,1449121,98108,380660,452636,1257316,1183715,1297144,995481,1079679
21132,347455,1130141,463758,679562,1413906,977011,1446141,1246415,160185,391026,1400175
21133,928099,574710,1158541,905440,969505,163688,560035,215870,1354595,957173,1182580
21134,1102138,888138,72875,7273,500251,1114228,27239,862481,1015200,862892,98691
21135,340610,665895,1012744,97666,576514,190136,732706,1416661,83863,555961,426970
21136,58899,403406,77975,568101,1365635,480473,680834,932518,570105,1373857,679608
21137,607690,1340919,1377652,630229,1114882,351481,1098537,1033175,1467506,1097296,787687
21138,1288846,347462,391325,3568,841060,1088247,286228,534195,1033679,736034,1308569
21139,1076769,239682,1220826,404536,1386565,384791,799152,746991,1261466,1034119,717446
21140,886172,1176738,1315232,59168,1389048,593459,445638,222241,56746,785415,427819
21141,474472,436473,1404676,528147,937774,602755,1116537,338923,308137,939192,1209820
21142,272894,598720,1016981,892152,982330,601761,1315301,594601,994290,686648,1340255
21143,1308089,369941,1226101,239680,43326,822977,803844,51397,376687,56480,724577
21144,220480,1388210,743897,170053,711244,546723,559965,985570,870186,1399856,944312
21145,1039588,1117797,395842,595944,856456,52376,1202020,1213351,1429857,423550,697719
21146,540950,561047,980576,542356,498391,849131,405874,1462950,98507,645907,1173253
21147,1322220,14634,1183693,369994,228133,227313,535395,140883,324783,106534,1010684
21148,469833,414119,1238998,676975,988989,14244,994975,1305411,1035501,191333,900221
21149,810158,518002,1027422,1134124,616749,1347967,1433457,1107516,466826,417897,1310843
21150,1222624,425166,1153684,1061740,1090350,950717,244621,1013382,1132244,1366359,1390263
21151,486244,416554,512151,331906,1194111,1413162,490166,22987,181942,508642,1131182
21152,1221557,309629,827663,1330949,877080,792753,957284,105992,1208673,1451479,1287093
21153,587810,522267,1171076,1192531,826052,32653,771472,388627,626646,502485,694282
21154,463066,1349110,720120,175897,903209,1433802,697994,1361267,1404169,508767,1426609
21155,208054,1017430,810160,459974,937564,842423,71992,838626,647017,346236,1021091
21156,1332067,885425,402684,1376120,572774,1018425,1006438,809766,142454,695098,1346724
21157,549069,434867,796627,74637,955690,1037851,757958,44600,793884,378503,1033457
21158,252685,1069036,630227,296942,645274,1050195,190444,983634,1354734,1252149,1068453
21159,659929,628381,765657,1270653,778212,85798,398930,1105825,278921,1297543,565642
21160,937740,706797,1224601,1088690,1045598,812265,19136,25510,377584,1390847,286727
21161,886324,534240,867580,138564,66424,900160,1049651,659250,1273340,1006056,1311161
21162,1421069,529201,1177930,269226,1305891,156396,882823,1028056,376024,1149404,137899
21163,548784,1356387,1324458,693565,686712,564777,1276260,554458,456787,860519,612457
21164,240300,1308899,198379,629166,154066,137870,1085265,1385337,794915,192354,951519
21165,689209,975969,665712,224791,665038,388746,1242652,1335990,1342295,693749,1191772
21166,404574,674854,345535,1303678,140627,63480,670740,529980,585914,1280529,235935
21167,282712,1399457,514499,887992,586218,210669,1353665,1353622,1340234,1192839,1441524
21168,788948,133602,851461,426516,425317,799727,106614,457923,966310,1017954,886919
21169,369190,35222,576715,312341,1350766,1208740,778735,1088429,1007932,1138855,1063611
21170,56427,860913,379207,533618,1351606,751065,1466351,1124359,945011,400806,1083585
21171,480512,1011418,296560,701707,859744,1049631,793831,840362,1240041,980015,727490
21172,1317489,1414750,696840,743250,661329,1259206,76422,1202576,1080770,862432,196502
21173,681725,1331416,1432934,671476,1466584,1113918,950355,270535,758130,758222,1343428
21174,125472,75356,698912,662265,850342,27685,936874,944551,588845,1445042,518791
21175,754987,1352947,1056819,702691,781701,707841,1415550,166173,364915,1452157,571618
21176,489957,325160,717566,813657,799033,1126956,473049,652712,264678,633861,252212
21177,7448,1064628,411444,827106,529172,843806,489579,906098,1352483,1398956,1456684
21178,981607,248298,143144,444398,780255,789116,271853,1267346,539938,413139,1017451
21179,1324551,1399750,806038,936714,961918,1269850,932273,694977,42642,434049,676056
21180,617874,1044059,978573,158238,447241,426064,25334,946447,1385218,924085,1066167
21181,952275,711415,895376,1123218,1340060,404028,999052,489603,1362998,457134,336586
21182,659687,1426277,315611,1165188,764277,166605,27504,177548,348477,172167,340269
21183,671713,179328,1065245,442117,399084,585100,1439842,40519,131761,439172,174847
21184,196575,889334,1282362,197050,1263989,104519,1197757,698888,940666,245713,243743
21185,736069,516117,989182,852290,594294,376267,665555,1248518,1463856,925825,833565
21186,762175,15024,596076,973291,944553,902635,535544,780297,1184426,576567,733754
21187,578322,403461,678073,1384162,577541,222645,250957,402836,1423508,360765,85511
21188,510788,1300176,135287,568174,908615,167775,989339,934679,744621,891609,592914
21189,1332316,1327941,1051645,1113528,175490,334804,825430,1284818,578660,945489,1041849
21190,721344,1381571,1123757,1400618,980781,864376,1421518,991153,1393716,508580,505505
21191,115133,543631,1146602,550332,888082,210710,156518,290405,171986,1061336,422007
21192,1447395,350033,482689,195065,1091499,152881,633100,349393,1112177,331226,1260856
21193,360570,1305834,707290,1022681,1166437,1109920,1427020,212744,1214090,52744,675700
21194,886878,1209602,817884,391000,1390760,1005680,849512,838760,440084,101620,594397
21195,133024,490903,1470276,654968,165688,662080,1389335,1150941,772104,828102,715748
21196,422890,800255,1397936,331407,359162,1225138,850706,28571,960652,1240740,765399
21197,892690,660342,1310634,56035,295244,343067,903753,1373957,1421103,635011,109269
21198,19698,1273077,155712,1081446,445766,953204,53106,1237907,1470077,835002,804401
21199,1442862,558504,152839,1225049,1182176,586712,99947,1085731,569315,61830,408052
21200,323151,1166482,493043,1395349,462616,1041444,297104,931917,204056,876916,908322
21201,756117,1312459,52642,419687,1427390,310972,703140,445015,917803,1099325,409838
21202,932881,119660,539830,288091,517279,554263,208939,879356,924249,766415,847157
21203,374517,978207,1306693,1141148,915364,1207620,28052,585947,49886,585708,755789
21204,207422,1079188,634447,111774,222809,1063038,853432,41255,470350,581206,392663
21205,891223,1257069,958523,42936,187658,499405,266699,618503,1332498,482149,57823
21206,681359,861883,36315,546439,1252203,565617,1215795,919757,588047,1331,86848
21207,1352861,1376206,426613,499160,456820,927371,1310311,318744,964190,596729,1377682
21208,1389485,1097061,757260,414911,152823,663700,1059459,209607,620715,1405423,834380
21209,1376892,1269581,1297612,914564,1134691,451092,495335,232555,860184,732573,174693
21210,482770,1056491,807293,621293,1468071,810743,2016,307680,221673,1303890,172346
21211,1003074,605714,341148,1092229,288409,940558,113186,1231088,1317970,909741,1114725
21212,1229222,1195290,407984,169600,840927,1174174,388623,342618,839459,655154,177690
21213,94137,824785,1350690,1423095,1212614,521149,774003,1300689,1027648,1155879,758681
21214,894156,183953,156280,1082251,769247,464953,1397011,516012,1256859,1131099,826988
21215,1214814,128097,849956,492014,690502,786645,493838,1441097,1299131,887855,18319
21216,1206247,1004276,348290,716751,1255494,148587,461175,234593,343258,126887,1112352
21217,791620,490226,490596,383630,1011031,644542,968129,337396,1136467,62885,989375
21218,883659,1453335,501479,201381,672356,722160,552523,1100398,385498,1199679,236431
21219,1235075,84203,635799,724630,1222000,73763,314036,659067,725398,1443344,480178
21220,1302185,893518,558425,1471963,755358,1420489,744364,1060554,909136,1412775,49735
21221,519109,620396,194392,1089083,1166258,1052350,164882,229265,1127452,918452,1074105
21222,858550,1307879,1181232,1086663,316685,1252658,686210,313676,14573,919650,896176
21223,1087470,1141953,292579,1278612,718595,723728,716088,235712,1244316,1270909,209279
21224,179333,445671,850402,549000,182043,187873,564283,405655,1242503,820770,1087132
21225,294549,1109370,1425099,421671,773933,922749,211199,238023,864898,1009999,1400716
21226,1375478,616950,932888,68537,611746,218888,41823,166764,93688,181768,512749
21227,313284,1405376,244455,1018620,381931,687300,448131,1170179,220815,735886,1331057
21228,472721,287500,651902,820703,733628,334808,36588,1217612,226911,585353,146134
21229,1317812,898078,1266812,301829,420046,543233,1068892,1104817,135767,805368,734236
21230,408680,901701,229808,208661,996917,1376295,768596,115617,321317,508148,1450993
21231,1418302,1200057,1391532,1068147,1439544,225872,524894,920270,150906,1368596,183993
21232,507642,1014545,1192723,531926,1456743,450703,85775,310613,1336227,748733,1193671
21233,216090,622123,386417,882909,486615,540141,181021,1107166,1073472,21964,1362200
21234,1073053,1105007,106509,702472,39755,25545,1192884,711592,139163,332899,293167
21235,638660,30612,1250700,1264169,139879,1282810,100212,989934,287738,1352639,825446
21236,821137,1440301,535978,937258,1227845,1235767,167101,672571,535288,1375719,1213723
21237,1449913,705057,864861,1417109,890468,1240361,904644,386203,331731,880407,285200
21238,743025,75692,675438,114367,1135291,1279225,898480,1375434,80929,1442277,21768
21239,509628,184623,980112,1447366,508372,128440,399211,1205232,1046719,376839,1055901
21240,1126757,811421,177682,547354,801394,457465,488753,410618,468649,939590,926452
21241,1225142,1139008,395907,1274278,570103,237834,123423,1075851,548665,795513,536327
21242,368710,253639,1104010,869033,753144,1273194,282815,1261372,396582,860631,556082
21243,286994,1225595,1045879,726448,276864,171065,819831,1109704,666296,203978,812002
21244,83525,390580,711676,1273651,931666,219801,1398282,917512,944583,89747,779818
21245,993151,1010262,651412,677939,1371951,398238,1242251,76967,848809,676249,531000
21246,1221878,217758,993192,414478,409919,973797,1418850,1077531,1089970,1067017,1114633
21247,1254469,736480,658814,1243602,787060,288768,743590,935031,1420574,884417,1040830
21248,1171085,75268,914928,1440438,362674,882948,345183,846660,1363663,627897,233426
21249,935362,650460,819386,827254,1381305,557663,121363,1157147,1067564,207478,58386
21250,1015404,49173,210947,832519,1373359,738333,828113,59569,399976,283182,992967
21251,693568,518432,1049307,308813,1284515,768014,371826,1384253,283838,599093,151352
21252,1244621,163471,849869,174742,556390,492354,1079849,549447,856362,1344851,1244270
21253,1212694,590506,755145,49671,1397006,971695,182345,162329,1314943,1283237,1021853
21254,1267059,298049,542137,1342671,116017,61093,514215,400,1014801,1132586,1275172
21255,555406,969162,715988,465191,1219753,1136751,968365,703092,1299688,953087,194102
21256,1334434,144263,662859,184053,416512,1238433,821309,445902,770067,865109,837205
21257,119555,362292,1195295,1414407,671733,311769,126831,536282,915996,928369,1145560
21258,958995,1000051,470417,736544,949332,348606,200166,614775,1411557,1049376,266208
21259,696159,228527,776841,1297939,929863,1358863,993084,181420,1243067,1251786,858558
21260,797985,326192,1306225,69389,901765,108775,1056627,1149386,153454,1363627,1131419
21261,281948,336398,347873,97945,316905,1260096,340122,1080017,90,1190457,1264694
21262,1169010,256836,277203,45921,1450492,1249155,234214,1244272,1045143,685711,232432
21263,1063447,437096,580591,323728,913310,1264210,10412,572485,1338516,1433992,255728
21264,1255619,79900,1106528,1404595,1429642,866657,705075,83771,1173992,955221,277011
21265,528874,773873,1252324,1178893,1240166,376530,936674,464652,600715,1132983,1044037
21266,1058483,1229011,546135,366913,337476,1389393,1018076,577037,1202062,1225691,955034
21267,1232513,1386,1125954,1306399,1336502,401789,584668,833529,867053,1255597,1379273
21268,200865,1411214,1904,225146,31879,51627,1036636,23768,1407440,468821,1444838
21269,1211043,1359427,742523,425550,343324,1324230,754410,974215,980353,1074422,1422411
21270,234505,1096419,42505,218139,1281822,936837,527102,8570,1306265,324388,454131
21271,603288,1127849,441662,1347798,1007659,727793,594524,198973,538925,351550,57186
21272,14451,868705,603433,560104,1382687,928037,500077,1296527,1434760,799974,480801
21273,952398,222021,17929,472538,1251525,343398,991681,751293,1332532,93907,997494
21274,155599,723057,728271,345090,852609,562621,373930,911683,493419,273410,728092
21275,127139,59714,1263771,1169415,551948,1346035,451899,150746,1279491,1363293,1301294
21276,810761,339654,36190,375047,232410,354543,922342,290466,31170,240606,873954
21277,88651,1001323,1082279,679935,164452,720163,917193,758867,580825,269718,741271
21278,351459,1359210,73310,1101425,1449997,479719,395014,1122230,875523,514640,963896
21279,1314100,88215,463865,1010464,542034,1370239,989024,633157,1030443,361817,532852
21280,1100345,1061707,116922,1242303,819569,698988,418294,1292972,1030672,838939,636528
21281,278693,807921,669884,705860,1312193,1371607,314408,787122,193669,167909,897830
21282,1102556,270632,283991,560942,1165596,894776,764169,169686,1143904,21316,573709
21283,30174,626864,354062,1030698,455369,1192682,1244887,1059631,1445016,758021,645003
21284,1050826,476753,261372,906463,248776,682060,44098,1122182,627229,927140,743406
21285,1209487,1359984,661112,422749,825253,632230,1140525,1250448,1294671,742651,365820
21286,1422203,1156282,89652,1055804,692456,475021,930675,550275,935521,288184,381764
21287,152903,1163013,1092350,1362031,675233,555310,889020,1392839,489849,676622,408311
21288,736157,691727,1045864,788703,1453509,986770,626807,440822,646105,66053,144953
21289,318370,56537,323486,1190924,224915,1248074,16685,64786,1099518,1150327,575738
21290,584362,969999,347476,42928,472955,1064023,286099,907011,579951,476402,1268243
21291,778559,45742,1141978,1446332,1178538,458270,504782,247604,273647,1422723,1344252
21292,260764,1173585,325668,483425,1092664,916012,1109462,1072158,708647,887068,96113
21293,928469,705242,342214,14821,1300744,34091,490663,725841,1421139,489335,1375595
21294,142272,501526,103465,512079,22222,852461,451500,491659,888608,581412,582098
21295,412575,1411054,730822,1377560,1386873,761506,949191,549369,261370,1017208,590944
21296,1131565,358391,195026,486026,1083917,43304,1471827,498520,523119,548246,1190958
21297,629798,802375,619422,1276427,200920,832176,1368288,214071,1152360,343810,1170940
21298,640265,810502,658487,1310668,1080259,1258835,175617,1199217,445056,1397218,1359618
21299,181197,132595,710960,1264616,513760,1038865,623884,681782,402787,138135,1368308
21300,321986,32055,1058272,1060499,272175,271941,1100401,299387,526346,1003317,55178
21301,859740,866590,162646,1003173,154751,739245,169606,70600,44076,123071,717886
21302,346276,678759,106574,961046,81782,11582,1362900,1098117,26833,1251987,866298
21303,484442,77026,914550,14497,109534,801110,1126088,608854,847755,1126169,268973
21304,1082748,1053235,655850,676897,326109,341949,45848,1032600,133325,273765,1422489
21305,591837,840188,1375135,890125,754856,154814,897111,895546,1142906,208284,638021
21306,1005038,7330,30189,203909,393748,1248451,43586,1398525,1327689,652807,1141200
21307,115033,1109511,480194,1104687,252371,630418,1324367,758730,937071,146548,1219969
21308,244096,1291743,395535,179821,31335,687678,1352354,278842,1299271,593518,554739
21309,827840,1099252,1434084,1115893,1081125,234459,1348087,783130,130905,1428461,992036
21310,30262,504320,76202,866496,245060,1414661,1399589,1210858,594465,888322,945260
21311,1241878,1046886,1033436,687535,346442,490675,1007083,485530,851880,751827,104766
21312,959552,881861,39351,1337792,1043222,300021,342693,1049454,883637,485740,161466
21313,547195,40528,356600,680917,1244335,1000398,263051,189292,1134521,801829,562453
21314,9385,515284,881901,992227,558765,492116,1393602,1100600,236242,69598,1356280
21315,1281422,564487,715660,809494,1017964,1379424,223123,1405944,1452372,371810,50329
21316,1076295,605931,1271460,887987,908599,1254630,900860,331849,983249,324390,702378
21317,599324,831923,359063,462863,386129,148905,1321419,549934,654546,1189521,866025
21318,356725,73172,87512,320556,928550,828728,775245,978308,729878,1160231,506777
21319,148893,613406,347223,250537,1010279,345949,146407,733072,270489,1204424,463245
21320,779829,1457936,1410782,692802,183127,787950,821376,965415,1401208,149098,569267
21321,178570,1143286,4616,1374148,169672,241756,2167,740745,595203,731280,653349
21322,1188132,504861,161565,399423,789385,129140,555707,1176573,681813,1392502,379834
21323,805499,474309,113596,133371,1071924,844578,823272,216365,1267443,694823,1173290
21324,57656,721899,570969,302762,340798,513824,1395131,1394470,360144,1328510,648668
21325,1466995,573221,871340,1283200,134177,1313573,125728,793328,975319,1093476,1106213
21326,481444,267526,1026985,325908,1265057,1069174,62248,63898,296718,966609,795719
21327,677496,1086396,143757,13615,344524,79134,660797,1418828,501957,800440,101915
21328,913210,1016364,291711,124770,164105,397217,814534,1011920,1378186,1097125,504477
21329,949902,743407,14,1443813,1163113,1403943,1203603,1360428,440239,158283,401712
21330,1035256,1369548,1419790,499978,324461,554312,417738,1009017,1465081,444456,944197
21331,933778,554330,192406,1335976,546352,1052305,1031519,735293,1172462,768660,1323266
21332,510589,715692,1423391,1188367,1241757,23989,562217,927333,576017,729233,1122430
21333,776731,986628,41450,1398722,950887,827320,587984,49929,445475,920071,634324
21334,1008981,449691,479789,1159943,886810,616351,1362552,950866,229437,416525,1080666
21335,571100,1376513,1294757,1043043,749252,264897,571879,1380798,546248,1255580,1317326
21336,497411,92457,219839,1244455,570636,338256,620485,753802,1077151,1068723,849868
21337,131392,205788,730495,1136153,559176,337963,577373,734467,547926,602213,349065
21338,847728,1264876,24887,1346043,1348365,960222,542610,144617,1133097,1111690,495953
21339,37205,90211,1196296,889975,819888,672783,243,1383029,1285213,1273677,345417
21340,388691,1204350,1049927,621170,796637,294451,1405169,1031982,1355900,115665,249951
21341,128744,659375,148200,124120,350137,421301,1277155,1208887,724908,1170965,1315900
21342,441477,565081,1406456,3974,950803,1000549,1143921,736135,449202,732377,280973
21343,365049,185094,1018297,333456,743033,1182589,996706,523551,634416,92710,694671
21344,425815,473675,513327,252584,186896,770705,1433462,655020,837519,829885,239057
21345,474318,1280009,1242419,1133938,262130,64432,505998,576301,1456463,534300,1082205
21346,864736,8734,859982,1399490,1303336,653992,1408771,1253182,1339023,611919,1424598
21347,153350,175043,387553,1266664,205714,644993,488110,104820,472993,968059,157281
21348,444499,770047,352909,146541,579332,362453,1121385,894744,30077,116458,54782
21349,1211661,1128415,899268,1145965,1408043,456702,1399491,740006,1431174,674654,13535
21350,777700,281253,563230,1284813,1218984,846202,424840,19021,619518,291404,1100804
21351,247750,872375,1387965,1040119,524194,934396,1116036,555912,1202572,490264,1045843
21352,1111440,1114218,582116,641146,91569,819693,677288,637193,1359604,742261,1379415
21353,28493,1430396,280584,592606,1225404,724010,1339888,1034699,23638,464825,1072514
21354,1261920,1106543,1066597,86293,705424,634669,984539,1441969,817319,1020245,71282
21355,569950,864797,404092,514747,6149,10707,830482,1299934,171071,895411,556539
21356,827613,26642,200680,461077,1100184,318438,617272,1420587,930021,743875,19438
21357,1045020,1468673,944629,550110,273444,811862,168721,1075402,1368938,857498,209850
21358,1432504,1309079,657872,159304,611406,608410,1421049,1195359,164640,1357007,1231647
21359,442908,210838,732660,522601,1379816,221730,454922,950874,796599,1467474,207461
21360,673057,1257962,1220423,257758,1253680,1202544,308142,1012252,913591,911290,974471
21361,351763,385162,718372,146455,1025297,765343,199261,1263943,597596,366617,762591
21362,456815,1207734,752529,1463629,589600,1455196,64318,891316,477643,745011,1067019
21363,129721,575555,1304596,989331,301756,182165,572631,1018641,1216786,620349,932148
21364,588176,879535,284066,565739,1157044,861654,913193,822189,1226225,773364,1456051
21365,869019,668993,689011,847463,763738,1190984,937530,177878,153015,741630,120120
21366,1193329,1118435,992043,641403,561182,995830,453176,455901,571105,1186227,97585
21367,1266900,726409,662749,134756,650777,932730,170323,748681,602097,737680,1271738
21368,39512,1088313,986540,1054243,1097368,74947,1133563,543071,870544,969921,107660
